Thread,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,Topic_10
thread_1.txt,0.37541575670178701,0.33388442573616345,0,0,0,0,0,0,0.26811837549372147,0
thread_10.txt,0,0.48044167535117649,0,0.29772601827910361,0,0,0,0,0.19266032804461522,0
thread_100.txt,0,0.9181607510669505,0,0,0,0,0,0,0,0
thread_101.txt,0.050000000298234461,0.05000133637460058,0.050000000547818946,0.050001194421664216,0.050000000439657334,0.050009609525885901,0.050000000485114451,0.0500011868903679,0.54998618381801845,0.050000487198637769
thread_102.txt,0,0.71555190116368095,0,0,0,0.22940195606650449,0,0.042081895490616666,0,0
thread_103.txt,0.014286337971470576,0.0142923701662627,0.014285715970519529,0.014291674337406701,0.014285719286652678,0.014292637681471725,0.014285715966154371,0.36298389254641972,0.52271018486459042,0.014285751209051598
thread_104.txt,0,0.86899778673236749,0,0,0,0,0,0.097663832283673743,0,0
thread_105.txt,0,0.80103088866310934,0,0,0,0,0,0,0.1822999367257265,0
thread_106.txt,0,0.92498979124013891,0,0,0,0,0,0,0,0
thread_107.txt,0,0,0,0,0,0.46366641669846559,0,0.066212803171538798,0.43122818805552554,0
thread_108.txt,0,0.54033960351140731,0,0.23693895655469935,0,0.12505427025098179,0,0,0.091072693118451245,0
thread_109.txt,0,0.80235309654274256,0,0.082690656697672851,0,0.095510622146177532,0,0,0,0
thread_11.txt,0.25628748366087806,0.051822370431478131,0,0.62172462136872164,0,0,0,0.05925530740441589,0,0
thread_110.txt,0,0.75807820007427928,0,0.096100347084341606,0,0.070357704401817003,0,0.063697662642109909,0,0
thread_111.txt,0,0.75896855731010726,0,0,0,0.12055281266012753,0,0,0.097793802881722666,0
thread_112.txt,0.10181606320345804,0.48382146350089394,0,0.060220272637866536,0,0.14156779307255374,0,0,0.19786685867806322,0
